Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,price_z,price_bin_q4
1045,20.0,RL,80.0,9600.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8.0,5.0,1981.0,1981.0,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104.0,Unf,0.0,1420.0,2155.05,GasA,TA,Y,SBrkr,2219.4600000000005,0.0,0.0,2524.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,1981.0,Fin,2.0,542.0,TA,TA,Y,474.0,120.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,7.0,2009.0,WD,Normal,278000,1.2224195341227524,High
1046,20.0,RL,69.0,13680.0,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3.0,5.0,1955.0,1955.0,Hip,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,Ex,Y,FuseA,1733.0,0.0,0.0,1733.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,8.0,Min2,1.0,Gd,Attchd,1955.0,Unf,2.0,452.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2009.0,WD,Normal,139600,-0.5203178746694284,MidLow
1047,60.0,RL,85.0,16056.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9.0,5.0,2005.0,2006.0,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,Gd,TA,PConc,Ex,TA,Av,GLQ,240.0,Unf,0.0,1752.0,1992.0,GasA,Ex,Y,SBrkr,1992.0,876.0,0.0,2868.0,0.0,0.0,3.0,1.0,4.0,1.0,Ex,11.0,Typ,1.0,Gd,BuiltIn,2005.0,Fin,3.0,716.0,TA,TA,Y,214.0,108.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2006.0,New,Partial,556581,4.730320763015343,High
1048,20.0,RL,57.0,9245.0,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1994.0,1995.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686.0,Unf,0.0,304.0,990.0,GasA,Ex,Y,SBrkr,990.0,0.0,0.0,990.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1996.0,Unf,2.0,672.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2.0,2008.0,WD,Normal,145000,-0.4523208948466121,MidLow
1049,20.0,RL,100.0,21750.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,4.0,1960.0,2006.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1771.0,0.0,0.0,1771.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,9.0,Min1,1.0,TA,Attchd,1960.0,Unf,2.0,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,GdPrv,NA,0.0,11.0,2009.0,WD,Normal,115000,-0.8300818938622582,Low
1050,20.0,RL,60.0,11100.0,Pave,NA,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,7.0,1946.0,2006.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,930.0,0.0,0.0,930.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,NA,Detchd,1946.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4.0,2010.0,WD,Abnorml,84900,-1.2091020962079564,Low
1051,20.0,RL,73.0,8993.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,0.0,1302.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2007.0,Fin,2.0,436.0,TA,TA,Y,0.0,22.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,2007.0,New,Partial,176485,-0.05586072637969146,MidHigh
1052,20.0,RL,103.0,11175.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1316.0,1316.0,GasA,Ex,Y,SBrkr,1316.0,0.0,0.0,1316.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2007.0,Fin,2.0,440.0,TA,TA,Y,0.0,20.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,10.0,2007.0,New,Partial,200141,0.24201641337744603,MidHigh
1053,60.0,RL,100.0,9500.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6.0,6.0,1964.0,1978.0,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,374.0,816.0,GasA,TA,Y,SBrkr,1127.0,850.0,0.0,1977.0,0.0,1.0,1.0,1.0,4.0,1.0,TA,9.0,Typ,1.0,TA,Attchd,1964.0,RFn,2.0,540.0,TA,TA,Y,0.0,52.0,0.0,0.0,0.0,0.0,NA,GdPrv,NA,0.0,6.0,2007.0,WD,Normal,165000,-0.20048022883618133,MidHigh
1054,20.0,RL,68.0,8562.0,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,2002.0,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383.0,Unf,0.0,833.0,1216.0,GasA,Ex,Y,FuseA,1526.0,0.0,0.0,1526.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Min2,1.0,Gd,Basment,1957.0,Unf,1.0,364.0,TA,TA,Y,116.0,78.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2010.0,WD,Normal,144500,-0.45861691149687284,MidLow
1055,60.0,RL,90.0,11367.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8.0,5.0,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932.0,Unf,0.0,133.0,1065.0,GasA,Ex,Y,SBrkr,1091.0,898.0,0.0,1989.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2002.0,Fin,2.0,586.0,TA,TA,Y,199.0,60.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,11.0,2006.0,WD,Normal,255000,0.932802768210757,High
1056,20.0,RL,104.0,11361.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1976.0,1976.0,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644.0,Unf,0.0,549.0,1193.0,GasA,TA,Y,SBrkr,1523.0,0.0,0.0,1523.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1976.0,Fin,2.0,478.0,TA,TA,Y,0.0,0.0,0.0,0.0,189.0,0.0,NA,MnPrv,NA,0.0,5.0,2008.0,COD,Abnorml,180000,-0.011599729328358257,MidHigh
1057,120.0,RL,43.0,7052.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,705.0,1364.0,GasA,Ex,Y,SBrkr,1364.0,0.0,0.0,1364.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2005.0,RFn,2.0,484.0,TA,TA,Y,192.0,36.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2006.0,WD,Normal,185850,0.06206366547969274,MidHigh
1058,60.0,RL,69.0,29959.0,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,6.0,1994.0,1994.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595.0,Unf,0.0,378.0,973.0,GasA,Ex,Y,SBrkr,979.0,871.0,0.0,1850.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,BuiltIn,1994.0,Fin,2.0,467.0,TA,TA,Y,168.0,98.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,1.0,2009.0,WD,Normal,248000,0.8446585351071063,High
1059,60.0,RL,96.0,11308.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,Unf,0.0,168.0,1104.0,GasA,Ex,Y,SBrkr,1130.0,1054.0,0.0,2184.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,10.0,Typ,1.0,Gd,Attchd,2008.0,Fin,3.0,836.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2009.0,WD,Normal,335000,1.9401654322524802,High
1060,50.0,RL,69.0,11275.0,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1932.0,1950.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297.0,LwQ,557.0,0.0,854.0,GasA,TA,Y,SBrkr,1096.0,895.0,0.0,1991.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Detchd,1977.0,Unf,2.0,432.0,TA,Fa,Y,0.0,0.0,19.0,0.0,0.0,0.0,NA,NA,NA,0.0,3.0,2007.0,WD,Normal,220000,0.49208160269250323,High
1061,120.0,RL,41.0,4920.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,2001.0,2001.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616.0,Unf,0.0,722.0,1338.0,GasA,Ex,Y,SBrkr,1338.0,0.0,0.0,1338.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2001.0,Fin,2.0,582.0,TA,TA,Y,0.0,0.0,170.0,0.0,0.0,0.0,NA,NA,NA,0.0,4.0,2010.0,WD,Normal,213500,0.41023338623911326,MidHigh
1062,30.0,C (all),120.0,18000.0,Grvl,NA,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3.0,4.0,1935.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1994.0,RFn,3.0,1002.7900000000016,TA,TA,Y,0.0,20.0,0.0,0.0,0.0,0.0,NA,NA,Shed,560.0,8.0,2008.0,ConLD,Normal,81000,-1.2582110260799906,Low
1063,190.0,RM,85.0,13600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5.0,5.0,1900.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,662.0,662.0,GasA,TA,N,SBrkr,1422.0,915.0,0.0,2337.0,0.0,0.0,2.0,0.0,5.0,2.0,TA,10.0,Min2,0.0,NA,Detchd,1945.0,Unf,2.0,560.0,TA,TA,Y,0.0,57.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,9.0,2007.0,WD,Normal,90000,-1.1448827263752968,Low
1064,30.0,RM,50.0,6000.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6.0,6.0,1925.0,1980.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,0.0,706.0,1103.0,GasA,Gd,Y,SBrkr,1103.0,0.0,0.0,1103.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Detchd,1976.0,Unf,2.0,440.0,TA,TA,Y,166.0,120.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,7.0,2006.0,WD,Normal,110500,-0.8867460437146051,Low
1065,20.0,RL,69.0,11000.0,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1966.0,1966.0,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740.0,Rec,230.0,184.0,1154.0,GasA,Ex,Y,SBrkr,1154.0,0.0,0.0,1154.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Po,Attchd,1966.0,RFn,2.0,480.0,TA,TA,Y,0.0,58.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,11.0,2009.0,WD,Normal,154000,-0.33899259514191826,MidLow
1066,60.0,RL,80.0,14000.0,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7.0,5.0,1996.0,1997.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306.0,954.0,0.0,2260.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,1996.0,RFn,2.0,533.0,TA,TA,Y,296.0,44.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4.0,2010.0,WD,Normal,328000,1.8520211991488293,High
1067,60.0,RL,59.0,7837.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,7.0,1993.0,1994.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,799.0,799.0,GasA,Gd,Y,SBrkr,799.0,772.0,0.0,1571.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1993.0,RFn,2.0,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2009.0,WD,Normal,178000,-0.036783795929401335,MidHigh
1068,60.0,RL,80.0,9760.0,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1964.0,1964.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674.0,LwQ,106.0,0.0,780.0,GasA,TA,Y,SBrkr,798.0,813.0,0.0,1611.0,1.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,NA,Attchd,1964.0,RFn,2.0,442.0,TA,TA,Y,328.0,128.0,0.0,0.0,189.0,0.0,NA,NA,NA,0.0,6.0,2008.0,WD,Normal,167900,-0.16396333226466886,MidHigh
1069,160.0,RM,42.0,3964.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6.0,4.0,1973.0,1973.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837.0,Unf,0.0,105.0,942.0,GasA,Gd,Y,SBrkr,1291.0,1230.0,0.0,2521.0,1.0,0.0,2.0,1.0,5.0,1.0,TA,10.0,Maj1,1.0,Gd,Attchd,1973.0,Fin,2.0,576.0,TA,TA,Y,505.4600000000005,20.0,0.0,0.0,0.0,0.0,NA,GdPrv,NA,0.0,6.0,2006.0,WD,Normal,151400,-0.37173188172327426,MidLow
1070,45.0,RL,60.0,9600.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5.0,7.0,1949.0,2003.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220.0,Unf,0.0,625.0,845.0,GasA,TA,Y,SBrkr,893.0,0.0,0.0,893.0,0.0,1.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,NA,Detchd,1985.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2007.0,WD,Normal,135000,-0.5782412278518274,MidLow
1071,20.0,RL,72.0,10152.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1956.0,1956.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586.0,Unf,0.0,462.0,1048.0,GasA,TA,Y,SBrkr,1048.0,0.0,0.0,1048.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1956.0,Unf,1.0,286.0,TA,TA,Y,0.0,20.0,0.0,0.0,192.0,0.0,NA,NA,NA,0.0,6.0,2007.0,WD,Normal,135000,-0.5782412278518274,MidLow
1072,60.0,RL,78.0,11700.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6.0,6.0,1968.0,1968.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,0.0,429.0,727.0,GasA,Ex,Y,SBrkr,829.0,727.0,0.0,1556.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,8.0,Typ,0.0,NA,Attchd,1968.0,Unf,2.0,441.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2009.0,WD,Normal,154000,-0.33899259514191826,MidLow
1073,50.0,RL,50.0,7585.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5.0,3.0,1948.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0.0,Unf,0.0,810.0,810.0,GasA,Fa,Y,FuseA,1002.0,454.0,0.0,1456.0,1.0,1.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,1.0,TA,Detchd,1954.0,Unf,1.0,280.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,2006.0,WD,Normal,91500,-1.1259946764245143,Low
1074,60.0,RL,75.0,7950.0,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6.0,6.0,1977.0,1977.0,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535.0,Unf,0.0,155.0,690.0,GasA,TA,Y,SBrkr,698.0,728.0,0.0,1426.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1977.0,Fin,2.0,440.0,TA,TA,Y,252.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,7.0,2009.0,WD,Normal,159500,-0.2697364119890498,MidLow
1075,20.0,RL,74.0,8556.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1240.0,1240.0,GasA,Ex,Y,SBrkr,1240.0,0.0,0.0,1240.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,NA,Attchd,2006.0,RFn,3.0,826.0,TA,TA,Y,140.0,93.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2007.0,WD,Normal,194000,0.16468873687894328,MidHigh
1076,70.0,RL,75.0,13125.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7.0,6.0,1940.0,1984.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410.0,Unf,0.0,390.0,800.0,GasA,TA,Y,SBrkr,960.0,780.0,0.0,1740.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2007.0,CWD,Normal,219500,0.4857855860422425,High
1077,50.0,RL,60.0,10800.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,8.0,1936.0,1989.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626.0,Unf,0.0,170.0,796.0,GasA,Gd,Y,SBrkr,1096.0,370.0,0.0,1466.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,7.0,Min1,1.0,TA,Attchd,1950.0,Unf,2.0,566.0,TA,TA,Y,436.0,21.0,0.0,0.0,0.0,0.0,NA,NA,Shed,500.0,4.0,2006.0,WD,Normal,170000,-0.13752006233357364,MidHigh
1078,20.0,RL,69.0,15870.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1969.0,1969.0,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75.0,Rec,791.0,230.0,1096.0,GasA,Ex,Y,SBrkr,1096.0,0.0,0.0,1096.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,240.0,32.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3.0,2006.0,WD,Abnorml,138800,-0.5303915013098456,MidLow
1079,120.0,RM,37.0,4435.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,3.0,Typ,1.0,Gd,Attchd,2004.0,RFn,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2006.0,WD,Normal,155900,-0.3150677318709273,MidLow
1080,20.0,RL,65.0,8775.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,5.0,1994.0,1994.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495.0,Unf,0.0,495.0,990.0,GasA,Gd,Y,SBrkr,990.0,0.0,0.0,990.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1996.0,Unf,1.0,299.0,TA,TA,Y,0.0,64.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4.0,2007.0,WD,Normal,126000,-0.6915695275565213,Low
1081,20.0,RL,80.0,11040.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,7.0,1971.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656.0,Unf,0.0,602.0,1258.0,GasA,Ex,Y,SBrkr,1258.0,0.0,0.0,1258.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,NA,Attchd,1971.0,RFn,2.0,528.0,TA,TA,Y,55.0,0.0,0.0,168.0,0.0,0.0,NA,NA,NA,0.0,10.0,2008.0,COD,Abnorml,145000,-0.4523208948466121,MidLow
1082,20.0,RL,75.0,7500.0,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,5.0,1963.0,1963.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,216.0,1040.0,GasA,Fa,Y,SBrkr,1040.0,0.0,0.0,1040.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,NA,Attchd,1963.0,Fin,1.0,308.0,TA,TA,Y,0.0,0.0,220.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6.0,2010.0,WD,Normal,133000,-0.6034252944528705,MidLow
1083,20.0,RL,70.0,8749.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2002.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1459.0,1459.0,GasA,Ex,Y,SBrkr,1459.0,0.0,0.0,1459.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2002.0,RFn,2.0,527.0,TA,TA,Y,192.0,39.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,9.0,2007.0,WD,Normal,192000,0.1395046702779002,MidHigh
